Title,Duration
Afrojack0,1.5310657596371882
Afrojack1,3.527981859410431
Afrojack10,2.134784580498866
Afrojack100,3.4815419501133786
Afrojack101,0.8344671201814059
Afrojack102,1.809705215419501
Afrojack103,0.9273469387755102
Afrojack104,0.9273469387755102
Afrojack105,0.9273469387755102
Afrojack106,0.9273469387755102
Afrojack107,0.9273469387755102
Afrojack108,1.438185941043084
Afrojack109,0.9273469387755102
Afrojack11,2.088344671201814
Afrojack110,0.9273469387755102
Afrojack111,1.9025850340136055
Afrojack112,0.9273469387755102
Afrojack113,0.9273469387755102
Afrojack12,1.3917460317460317
Afrojack13,0.9273469387755102
Afrojack14,1.809705215419501
Afrojack15,1.9954648526077097
Afrojack16,1.9954648526077097
Afrojack19,1.6239455782312926
Afrojack2,1.8561451247165532
Afrojack20,1.438185941043084
Afrojack21,0.9273469387755102
Afrojack22,0.9273469387755102
Afrojack23,0.9273469387755102
Afrojack24,0.9273469387755102
Afrojack25,0.9273469387755102
Afrojack26,0.9737868480725623
Afrojack27,0.9273469387755102
Afrojack28,1.3917460317460317
Afrojack29,0.9273469387755102
Afrojack3,1.8561451247165532
Afrojack30,1.438185941043084
Afrojack31,0.9273469387755102
Afrojack32,1.2988662131519275
Afrojack33,3.388662131519274
Afrojack34,1.8561451247165532
Afrojack35,0.9273469387755102
Afrojack36,0.9273469387755102
Afrojack37,3.7601814058956915
Afrojack38,4.131700680272109
Afrojack39,2.924263038548753
Afrojack4,0.9273469387755102
Afrojack40,0.9273469387755102
Afrojack41,1.3917460317460317
Afrojack42,1.438185941043084
Afrojack43,1.1131065759637189
Afrojack44,1.205986394557823
Afrojack45,0.9273469387755102
Afrojack46,2.599183673469388
Afrojack47,1.1595464852607709
Afrojack48,1.6239455782312926
Afrojack5,2.5527437641723356
Afrojack50,2.5527437641723356
Afrojack51,1.0666666666666667
Afrojack52,2.8313832199546485
Afrojack53,0.9273469387755102
Afrojack54,0.9273469387755102
Afrojack55,1.438185941043084
Afrojack56,0.9273469387755102
Afrojack57,0.9273469387755102
Afrojack58,0.9273469387755102
Afrojack59,1.3917460317460317
Afrojack6,3.3422222222222224
Afrojack60,2.366984126984127
Afrojack61,1.3917460317460317
Afrojack62,2.8313832199546485
Afrojack63,0.9273469387755102
Afrojack64,3.7601814058956915
Afrojack65,2.7849433106575963
Afrojack66,0.9273469387755102
Afrojack67,0.9273469387755102
Afrojack68,0.9737868480725623
Afrojack69,1.3917460317460317
Afrojack7,3.2029024943310658
Afrojack70,1.3917460317460317
Afrojack71,0.9737868480725623
Afrojack72,2.8313832199546485
Afrojack73,2.599183673469388
Afrojack74,1.1131065759637189
Afrojack75,1.7168253968253968
Afrojack76,0.880907029478458
Afrojack77,1.8561451247165532
Afrojack79,4.131700680272109
Afrojack8,1.3917460317460317
Afrojack80,1.8561451247165532
Afrojack82,3.7601814058956915
Afrojack83,3.29578231292517
Afrojack84,2.7849433106575963
Afrojack86,2.5527437641723356
Afrojack87,1.205986394557823
Afrojack88,1.8561451247165532
Afrojack89,0.9273469387755102
Afrojack9,1.484625850340136
Afrojack90,0.9737868480725623
Afrojack91,1.8561451247165532
Afrojack92,2.8313832199546485
Afrojack93,0.9273469387755102
Afrojack94,1.8561451247165532
Afrojack95,2.599183673469388
Afrojack96,1.6239455782312926
Afrojack98,2.7849433106575963
Afrojack99,0.9273469387755102
Alejandro0,2.5295238095238095
Alejandro1,1.9954648526077097
